GridID,Category,SubstGroup,Substance,Type,Tissue,Unit,BASIS,Threshold,Value,CR
20kmE422N350,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,150.5310696,7.526553481
20kmE422N350,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,1566.418067,1.204936974
20kmE422N354,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.02983635,0.006999436
20kmE422N354,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,2.346666667,0.469333333
20kmE422N354,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,1.552824808,0.012833263
20kmE422N354,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,1.601033421,0.064041337
20kmE422N354,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,4.947726104,0.015607969
20kmE422N354,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,8.152330242,0.005143426
20kmE422N354,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.307012748,0.000654611
20kmE422N354,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.192834453,0.002878126
20kmE422N354,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.263878726,0.002443322
20kmE422N354,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,1033.726329,1.076798259
20kmE422N354,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,2.103417918,3.3387586
20kmE422N354,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,3.543333333,0.118111111
20kmE422N354,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.149700431,0.237619731
20kmE422N354,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0.11671559,0.18236811
20kmE422N354,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.263878726,0.181985328
20kmE422N354,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,45.29524292,2.264762146
20kmE422N354,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,23.59684757,0.069402493
20kmE422N354,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,28.07940285,0.016517296
20kmE422N354,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,701.0312725,0.539254825
20kmE422N354,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.0695,8.176470588
20kmE422N354,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,20.01080335,0.200108034
20kmE422N354,Biota,Dioxins,WHOTEQ,Shellfish,,ng/kg,W,0.0065,0,0
20kmE422N356,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,1.747914635,0.006027292
20kmE422N356,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.128888889,0.225777778
20kmE422N356,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,1.321085158,0.010918059
20kmE422N356,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,1.358298824,0.054331953
20kmE422N356,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,3.65032237,0.011515213
20kmE422N356,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,6.500550912,0.004101294
20kmE422N356,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.245271892,0.000522968
20kmE422N356,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.179302211,0.002676152
20kmE422N356,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.23173965,0.002145737
20kmE422N356,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,965.1196098,1.005332927
20kmE422N356,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,1.896205457,3.009849932
20kmE422N356,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,1.912222222,0.063740741
20kmE422N356,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.17253609,0.273866809
20kmE422N356,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0.108257939,0.169153029
20kmE422N356,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.460096239,0.317307751
20kmE422N356,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,55.64378658,2.782189329
20kmE422N356,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,14.96440465,0.044012955
20kmE422N356,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,14.03124377,0.008253673
20kmE422N356,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,1055.122845,0.811632957
20kmE422N356,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.0525,6.176470588
20kmE422N356,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,11.60671702,0.11606717
20kmE422N356,Biota,Dioxins,WHOTEQ,Shellfish,,ng/kg,W,0.0065,0,0
20kmE422N358,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,1.998120157,0.00689007
20kmE422N358,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.28,0.256
20kmE422N358,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,1.74058467,0.014384997
20kmE422N358,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,1.698296413,0.067931857
20kmE422N358,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,4.370914274,0.013788373
20kmE422N358,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,7.150098544,0.004511103
20kmE422N358,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.284177089,0.000605921
20kmE422N358,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.213132817,0.003181087
20kmE422N358,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.329848407,0.003054152
20kmE422N358,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,1252.684036,1.304879204
20kmE422N358,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,2.153318062,3.417965177
20kmE422N358,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2.665,0.088833333
20kmE422N358,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.182685272,0.289976621
20kmE422N358,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0.128556302,0.200869222
20kmE422N358,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.436414815,0.300975735
20kmE422N358,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,37.64284062,1.882142031
20kmE422N358,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,12.63573128,0.037163916
20kmE422N358,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,15.97861802,0.009399187
20kmE422N358,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,890.3453103,0.684881008
20kmE422N358,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.065,7.647058824
20kmE422N358,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,17.70397892,0.177039789
20kmE422N358,Biota,Dioxins,WHOTEQ,Shellfish,,ng/kg,W,0.0065,0,0
20kmE422N370,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,1.522377263,0.005249577
20kmE422N370,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.4,0.08
20kmE422N370,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,480,0.5
20kmE422N370,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,3.05,0.101666667
20kmE422N370,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,13.20303481,0.660151741
20kmE422N370,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,5.835779507,0.017164057
20kmE422N370,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,12.94020673,0.007611886
20kmE422N370,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,600,0.461538462
20kmE422N370,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,12.1790181,0.121790181
20kmE422N374,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.537295438,0.008749295
20kmE422N374,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1,0.2
20kmE422N374,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,340,0.354166667
20kmE422N374,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,4.5,0.15
20kmE422N374,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,12.61185415,0.630592708
20kmE422N374,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,11.67155901,0.034328115
20kmE422N374,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,29.43262708,0.01731331
20kmE422N374,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,700,0.538461538
20kmE422N374,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,17.76106806,0.177610681
20kmE422N376,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.537295438,0.008749295
20kmE422N376,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.37,0.274
20kmE422N376,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,420,0.4375
20kmE422N376,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,3.32,0.110666667
20kmE422N376,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,15.96187791,0.798093895
20kmE422N376,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,11.82379674,0.034775873
20kmE422N376,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,5.074590876,0.002985053
20kmE422N376,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,400,0.307692308
20kmE422N376,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,11.21484584,0.112148458
20kmE422N378,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,11.67155901,0.040246755
20kmE422N378,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.6,0.12
20kmE422N378,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,400,0.416666667
20kmE422N378,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,11,0.366666667
20kmE422N378,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,22.85898565,1.142949282
20kmE422N378,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,38.05943157,0.111939505
20kmE422N378,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,32.4773816,0.019104342
20kmE422N378,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,700,0.538461538
20kmE422N378,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,26.89533164,0.268953316
20kmE422N440,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,1.268647719,0.004374647
20kmE422N440,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.603,0.1206
20kmE422N440,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,1.966666667,0.065555556
20kmE422N440,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,5.27249992,0.015507353
20kmE422N440,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,19.89239623,0.01170141
20kmE422N440,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,5.659860357,0.056598604
20kmE422N450,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,0.3648067,0.003014931
20kmE422N450,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,0.293198584,0.011727943
20kmE422N450,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,0.85140358,0.002685816
20kmE422N450,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,0.902149489,0.000569179
20kmE422N450,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.126864772,0.000270501
20kmE422N450,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.716645,0.010696194
20kmE422N450,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.244708049,0.002265815
20kmE422N450,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,719.4642175,0.749441893
20kmE422N450,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,11.55555556,0.577777778
20kmE422N450,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,1296.83989,0.997569147
20kmE422N450,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.069373333,8.161568627
20kmE424N202,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.261526076,0.007798366
20kmE424N202,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.771786637,0.154357327
20kmE424N202,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,2.41290277,0.019941345
20kmE424N202,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,3.418342778,0.136733711
20kmE424N202,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,6.220988339,0.019624569
20kmE424N202,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,11.32974665,0.007148105
20kmE424N202,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.904932644,0.001929494
20kmE424N202,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.962194011,0.014361105
20kmE424N202,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,1.033003997,0.009564852
20kmE424N202,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,3955.74453,4.120567219
20kmE424N202,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,7.494942242,11.89673372
20kmE424N202,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2.473304684,0.082443489
20kmE424N202,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.895488722,1.42141067
20kmE424N202,Biota,Organochlorines,HCBD,Shellfish,WB,µg/kg,W,55,2.955933001,0.053744236
20kmE424N202,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,1.380544395,2.157100617
20kmE424N202,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,1.458366901,1.005770277
20kmE424N202,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,44.76061775,2.238030888
20kmE424N202,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,20.30009869,0.059706173
20kmE424N202,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,18.68813486,0.010993021
20kmE424N202,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,4393.601543,3.379693494
20kmE424N202,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.254117334,29.89615689
20kmE424N202,Biota,Other organohalogens,PFOS,Shellfish,WB,µg/kg,W,9.1,0.16,0.017582418
20kmE424N202,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,10.16574846,0.101657485
20kmE424N218,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.8,0.36
20kmE424N218,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,0.609756098,0.005039307
20kmE424N218,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,1.829268293,0.073170732
20kmE424N218,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,7.317073171,0.02308225
20kmE424N218,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,14.63414634,0.0092329
20kmE424N218,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,1.829268293,0.003900359
20kmE424N218,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,1.219512195,0.018201675
20kmE424N218,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.609756098,0.00564589
20kmE424N218,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,7317.073171,7.62195122
20kmE424N218,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,6.707317073,10.64653504
20kmE424N218,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,12,0.4
20kmE424N218,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0,0
20kmE424N218,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.609756098,0.420521447
20kmE424N218,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,70,3.5
20kmE424N218,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,5487.804878,4.221388368
20kmE424N344,Biota,PCBs,CB101,Fish,WB,µg/kg,L,120,13.79329858,0.114944155
20kmE424N344,Biota,PCBs,CB118,Fish,WB,µg/kg,L,24,16.96271169,0.706779654
20kmE424N344,Biota,PCBs,CB138,Fish,WB,µg/kg,L,316,62.8248581,0.198812842
20kmE424N344,Biota,PCBs,CB153,Fish,WB,µg/kg,L,1600,95.84086243,0.059900539
20kmE424N344,Biota,PCBs,CB180,Fish,WB,µg/kg,L,480,16.03096908,0.033397852
20kmE424N344,Biota,Metals,CD,Fish,WB,µg/kg,W,26,2212.5168,85.0968
20kmE424N344,Biota,Other organohalogens,DDEPP,Fish,WB,µg/kg,W,0.1,1.37702,13.7702
20kmE424N344,Biota,Organochlorines,HCB,Fish,WB,µg/kg,W,0.09,0.25588,2.843111111
20kmE424N344,Biota,Metals,HG,Fish,WB,µg/kg,W,20,93.07789668,4.653894834
20kmE424N344,Biota,Metals,PB,Fish,WB,µg/kg,W,26,2.981379416,0.114668439
20kmE424N372,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.393515363,0.008253501
20kmE424N372,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.856666667,0.171333333
20kmE424N372,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,0.40596727,0.003355101
20kmE424N372,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,0.304475453,0.012179018
20kmE424N372,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,0.761188631,0.002401226
20kmE424N372,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,1.370139536,0.000864441
20kmE424N372,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.101491818,0.0002164
20kmE424N372,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,0.101491818,0.001514803
20kmE424N372,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,0.050745909,0.00046987
20kmE424N372,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,626.3333333,0.652430556
20kmE424N372,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,0.659696814,1.0471378
20kmE424N372,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2.875,0.095833333
20kmE424N372,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.101491818,0.161098123
20kmE424N372,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0.050745909,0.079290482
20kmE424N372,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.710442723,0.489960498
20kmE424N372,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,25.42076852,1.271038426
20kmE424N372,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,7.603428662,0.022363025
20kmE424N372,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,20.78890729,0.012228769
20kmE424N372,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,866.6666667,0.666666667
20kmE424N372,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,14.69094059,0.146909406
20kmE424N374,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.537295438,0.008749295
20kmE424N374,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.5,0.1
20kmE424N374,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,565,0.588541667
20kmE424N374,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,1.915,0.063833333
20kmE424N374,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,7.586818513,0.379340926
20kmE424N374,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,4.668623606,0.013731246
20kmE424N374,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,9.514857892,0.005596975
20kmE424N374,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,350,0.269230769
20kmE424N374,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,9.717841527,0.097178415
20kmE424N376,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.537295438,0.008749295
20kmE424N376,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.9,0.18
20kmE424N376,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,660,0.6875
20kmE424N376,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2,0.066666667
20kmE424N376,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,16.15893813,0.807946907
20kmE424N376,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,2.537295438,0.007462634
20kmE424N376,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,21.31328168,0.012537225
20kmE424N376,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,500,0.384615385
20kmE424N376,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,15.73123171,0.157312317
20kmE424N392,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,3.347538448,0.027665607
20kmE424N392,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,3.761117604,0.150444704
20kmE424N392,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,1.647550504,0.00519732
20kmE424N392,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,1.596804596,0.001007448
20kmE424N392,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,0.237660006,0.000506738
20kmE424N392,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,1.374368362,0.020512961
20kmE424N392,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,3.922940669,0.036323525
20kmE424N392,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,1249.984501,1.302067189
20kmE424N392,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,1.359990355,2.158714849
20kmE424N392,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,0.335486841,0.532518796
20kmE424N392,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,0.126864772,0.198226206
20kmE424N392,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,0.126864772,0.087492946
20kmE424N392,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,29.28888889,1.464444444
20kmE424N392,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,1733.254706,1.333272851
20kmE424N440,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,1.268647719,0.004374647
20kmE424N440,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.29,0.258
20kmE424N440,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2.583333333,0.086111111
20kmE424N440,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,13.70139536,0.040298222
20kmE424N440,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,21.31328168,0.012537225
20kmE424N440,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,9.04122941,0.090412294
20kmE426N202,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,2.844733478,0.009809426
20kmE426N202,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,0.5,0.1
20kmE426N202,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,2.844733478,0.023510194
20kmE426N202,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,2.844733478,0.113789339
20kmE426N202,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,2.844733478,0.008973923
20kmE426N202,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,2.844733478,0.001794785
20kmE426N202,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,2.844733478,0.00606553
20kmE426N202,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,2.844733478,0.042458709
20kmE426N202,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,2.844733478,0.026340125
20kmE426N202,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,21051.02774,21.9281539
20kmE426N202,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,2.844733478,4.515449966
20kmE426N202,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,1,0.033333333
20kmE426N202,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,2.844733478,4.44489606
20kmE426N202,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,2.844733478,1.961885157
20kmE426N202,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,110,5.5
20kmE426N202,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,17.06840087,0.050201179
20kmE426N202,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,22.75786783,0.013386981
20kmE426N202,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,9103.14713,7.00242087
20kmE426N202,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,2.844733478,0.028447335
20kmE426N204,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,3.03803987,0.010476
20kmE426N204,Biota,PAHs,BAP,Shellfish,WB,µg/kg,W,5,1.225,0.245
20kmE426N204,Biota,PCBs,CB101,Shellfish,WB,µg/kg,D,121,2.947065603,0.024355914
20kmE426N204,Biota,PCBs,CB118,Shellfish,WB,µg/kg,D,25,1.869122736,0.074764909
20kmE426N204,Biota,PCBs,CB138,Shellfish,WB,µg/kg,D,317,7.329492192,0.023121426
20kmE426N204,Biota,PCBs,CB153,Shellfish,WB,µg/kg,D,1585,10.74535622,0.006779405
20kmE426N204,Biota,PCBs,CB180,Shellfish,WB,µg/kg,D,469,1.34795472,0.002874104
20kmE426N204,Biota,PCBs,CB28,Shellfish,WB,µg/kg,D,67,1.604537085,0.023948315
20kmE426N204,Biota,PCBs,CB52,Shellfish,WB,µg/kg,D,108,1.783964312,0.016518188
20kmE426N204,Biota,Metals,CD,Shellfish,WB,µg/kg,D,960,9652.910537,10.05511514
20kmE426N204,Biota,Other organohalogens,DDEPP,Shellfish,WB,µg/kg,D,0.63,4.558653283,7.235957592
20kmE426N204,Biota,PAHs,FLU,Shellfish,WB,µg/kg,W,30,2.333333333,0.077777778
20kmE426N204,Biota,Organochlorines,HCB,Shellfish,WB,µg/kg,D,0.63,2.844733478,4.515449966
20kmE426N204,Biota,Organochlorines,HCBD,Shellfish,WB,µg/kg,W,55,5,0.090909091
20kmE426N204,Biota,PAHs,HCHA,Shellfish,WB,µg/kg,D,0.64,1.779905865,2.781102914
20kmE426N204,Biota,PAHs,HCHG,Shellfish,WB,µg/kg,D,1.45,1.881531881,1.297608194
20kmE426N204,Biota,Metals,HG,Shellfish,WB,µg/kg,W,20,122.1666667,6.108333333
20kmE426N204,Biota,PAHs,NAP,Shellfish,WB,µg/kg,D,340,24.74850384,0.072789717
20kmE426N204,Biota,PAHs,PA,Shellfish,WB,µg/kg,D,1700,24.07482551,0.014161662
20kmE426N204,Biota,Metals,PB,Shellfish,WB,µg/kg,D,1300,6919.768768,5.322899052
20kmE426N204,Biota,Organobromines,PBDE6,Shellfish,WB,µg/kg,W,0.0085,0.5,58.82352941
20kmE426N204,Biota,PAHs,PYR,Shellfish,WB,µg/kg,D,100,9.489759915,0.094897599
20kmE426N206,Biota,PAHs,ANT,Shellfish,WB,µg/kg,D,290,3.840390196,0.013242725
